Product_ID,Month,Sale_Date,Sales_Rep,Region, Sales_Amount ,Quantity_Sold,Product_Category, Unit_Cost , Unit_Price ,Customer_Type,Discount,Payment_Method,Sales_Channel,Revenue
1057,June,02-06-2023,Bob,South,"9,653.65",12,Electronics,"1,878.30","2,087.45",New,5.00%,Bank Transfer,Retail,25049.4
1036,March,17-03-2023,Alice,East,"2,583.84",23,Food,"3,335.53","3,742.12",New,3.00%,Bank Transfer,Retail,86068.76
1045,March,28-03-2023,Eve,West,"6,792.66",14,Clothing,635.28,831.13,Returning,17.00%,Bank Transfer,Retail,11635.82
1020,April,27-04-2023,Alice,South,"7,095.64",33,Furniture,"4,772.03","4,805.17",Returning,28.00%,Bank Transfer,Online,158570.61
1065,December,28-12-2023,David,West,"6,139.07",18,Food,"4,334.58","4,431.04",New,2.00%,Bank Transfer,Retail,79758.72
1008,December,08-12-2023,Alice,South,"3,197.78",49,Electronics,"2,907.22","3,385.61",New,13.00%,Cash,Online,165894.89
1016,January,27-01-2023,Eve,North,"2,783.85",41,Food,"3,386.49","3,430.99",New,21.00%,Bank Transfer,Retail,140670.59
1014,November,09-11-2023,David,North,"6,016.92",9,Electronics,132.47,316.39,New,14.00%,Credit Card,Online,2847.51
1076,October,14-10-2023,Charlie,South,"8,674.35",23,Food,"1,727.78","1,984.34",Returning,24.00%,Bank Transfer,Online,45639.82
1087,May,14-05-2023,Charlie,West,"9,472.66",10,Electronics,"3,988.52","4,240.23",New,5.00%,Credit Card,Online,42402.3
1015,August,07-08-2023,Alice,East,"1,148.47",19,Clothing,433.54,445.48,New,29.00%,Bank Transfer,Retail,8464.12
1092,June,17-06-2023,Alice,East,"1,632.80",47,Furniture,"1,447.45","1,703.02",Returning,12.00%,Bank Transfer,Retail,80041.94
1098,April,08-04-2023,Eve,North,"9,452.89",5,Electronics,"2,947.22","3,145.27",New,10.00%,Credit Card,Retail,15726.35
1066,September,25-09-2023,Eve,East,"7,391.70",47,Food,"1,319.24","1,805.56",New,26.00%,Credit Card,Retail,84861.32
1032,August,25-08-2023,Bob,North,"8,841.64",23,Electronics,"4,673.19","4,761.18",Returning,17.00%,Credit Card,Retail,109507.14
1087,November,05-11-2023,Eve,East,"2,106.06",30,Electronics,698.74,882.28,Returning,15.00%,Credit Card,Online,26468.4
1063,June,22-06-2023,Bob,South,"5,917.10",25,Electronics,"3,997.10","4,212.65",New,22.00%,Cash,Online,105316.25
1086,July,09-07-2023,David,North,"7,041.28",28,Food,"2,564.35","2,765.79",Returning,17.00%,Credit Card,Online,77442.12
1051,May,02-05-2023,Alice,North,"6,833.11",34,Furniture,"3,764.14","4,100.40",Returning,5.00%,Bank Transfer,Retail,139413.6
1025,February,15-02-2023,David,South,"4,140.70",45,Clothing,"1,588.04","1,703.64",New,20.00%,Bank Transfer,Retail,76663.8
1058,March,05-03-2023,Eve,North,252.41,48,Furniture,"2,596.72","2,715.05",Returning,4.00%,Cash,Online,130322.4
1063,May,10-05-2023,David,East,"5,870.97",47,Electronics,"4,291.33","4,658.64",New,24.00%,Credit Card,Retail,218956.08
1062,November,06-11-2023,David,East,"2,605.71",25,Food,"2,361.05","2,616.19",New,30.00%,Bank Transfer,Retail,65404.75
1022,December,29-12-2023,David,North,"4,557.52",10,Furniture,"1,830.61","2,044.04",New,11.00%,Cash,Online,20440.4
1058,July,12-07-2023,Eve,East,"9,580.05",14,Electronics,"2,703.97","2,796.88",New,13.00%,Bank Transfer,Online,39156.32
1058,November,03-11-2023,David,West,"4,050.45",42,Clothing,"3,600.95","3,702.84",Returning,1.00%,Cash,Retail,155519.28
1086,June,30-06-2023,Bob,North,"8,414.04",46,Clothing,"2,245.64","2,260.81",New,0.00%,Cash,Retail,103997.26
1049,October,19-10-2023,Eve,South,"1,966.55",30,Clothing,"4,697.44","4,752.24",New,28.00%,Credit Card,Online,142567.2
1052,October,09-10-2023,David,West,"6,757.36",41,Electronics,"1,509.98","1,792.83",New,4.00%,Cash,Retail,73506.03
1042,January,29-01-2023,Eve,North,"9,772.37",25,Food,"2,403.54","2,850.56",New,13.00%,Bank Transfer,Online,71264
1070,May,29-05-2023,Charlie,South,"1,108.74",14,Furniture,"3,796.79","3,947.50",Returning,24.00%,Bank Transfer,Online,55265
1015,September,24-09-2023,Bob,East,182.37,35,Clothing,"3,461.15","3,631.75",Returning,27.00%,Credit Card,Online,127111.25
1054,October,23-10-2023,David,South,"4,392.47",48,Electronics,"4,325.02","4,391.67",Returning,16.00%,Credit Card,Retail,210800.16
1060,January,11-01-2023,Charlie,West,"1,016.99",34,Electronics,"4,984.21","5,184.64",New,17.00%,Cash,Online,176277.76
1097,June,13-06-2023,Charlie,East,"7,509.01",10,Furniture,"2,162.95","2,191.19",Returning,20.00%,Credit Card,Online,21911.9
1008,April,23-04-2023,Eve,North,"9,154.03",35,Clothing,600.2,"1,059.82",Returning,29.00%,Bank Transfer,Retail,37093.7
1053,July,06-07-2023,Charlie,East,"4,396.81",11,Electronics,200.56,540.38,New,18.00%,Bank Transfer,Online,5944.18
1060,October,22-10-2023,Bob,North,"2,661.25",11,Furniture,"3,648.04","4,143.51",Returning,17.00%,Credit Card,Retail,45578.61
1005,August,20-08-2023,Bob,North,"4,400.59",21,Food,"4,376.37","4,818.95",New,0.00%,Credit Card,Retail,101197.95
1068,August,15-08-2023,Alice,South,"7,262.13",21,Food,"1,142.53","1,384.30",Returning,2.00%,Credit Card,Retail,29070.3
1006,November,06-11-2023,Bob,South,189.64,22,Food,834.32,"1,098.97",Returning,17.00%,Cash,Online,24177.34
1096,April,08-04-2023,Charlie,South,"5,935.59",45,Clothing,357.92,461.3,Returning,28.00%,Cash,Online,20758.5
1094,February,24-02-2023,Bob,West,"6,171.59",7,Furniture,"4,122.38","4,358.78",Returning,26.00%,Bank Transfer,Retail,30511.46
1047,April,21-04-2023,Eve,West,"6,413.11",17,Furniture,"1,591.34","2,043.82",New,29.00%,Cash,Retail,34744.94
1099,June,01-06-2023,Alice,South,"2,496.02",2,Electronics,"2,038.40","2,073.32",New,16.00%,Cash,Retail,4146.64
1055,September,03-09-2023,Charlie,West,"7,169.12",12,Electronics,"2,538.61","2,971.75",Returning,24.00%,Cash,Online,35661
1040,March,10-03-2023,Alice,East,"1,004.78",42,Electronics,"4,205.29","4,382.35",New,25.00%,Cash,Retail,184058.7
1052,November,08-11-2023,Charlie,East,"2,072.78",18,Furniture,"3,271.62","3,722.38",Returning,19.00%,Bank Transfer,Retail,67002.84
1016,October,16-10-2023,Eve,West,"8,786.95",11,Electronics,"3,094.57","3,565.60",Returning,10.00%,Credit Card,Retail,39221.6
1013,September,07-09-2023,Alice,West,"7,413.36",16,Furniture,919.58,"1,258.30",Returning,14.00%,Bank Transfer,Online,20132.8
1030,February,05-02-2023,David,East,236.08,49,Furniture,"2,590.29","2,925.86",Returning,26.00%,Cash,Retail,143367.14
1019,August,27-08-2023,Charlie,North,"2,558.92",18,Food,"3,591.14","3,822.99",Returning,9.00%,Credit Card,Online,68813.82
1017,May,28-05-2023,David,East,"2,222.62",35,Electronics,"4,867.64","5,287.05",Returning,28.00%,Credit Card,Online,185046.75
1063,August,15-08-2023,Alice,East,"2,780.98",26,Food,"1,046.96","1,528.15",New,7.00%,Credit Card,Retail,39731.9
1019,September,01-09-2023,David,West,"2,550.84",16,Clothing,97.24,487.03,New,22.00%,Bank Transfer,Retail,7792.48
1092,December,03-12-2023,David,East,719.01,6,Clothing,422.74,737.49,Returning,19.00%,Credit Card,Retail,4424.94
1058,December,31-12-2023,Alice,West,"4,643.51",44,Clothing,"1,910.47","2,217.80",New,22.00%,Bank Transfer,Online,97583.2
1055,July,20-07-2023,Eve,West,"7,354.06",43,Furniture,"4,111.70","4,537.94",Returning,13.00%,Bank Transfer,Online,195131.42
1090,June,03-06-2023,David,South,"6,106.64",47,Furniture,85.35,360.54,New,28.00%,Cash,Online,16945.38
1090,March,14-03-2023,David,East,"6,761.43",47,Furniture,"2,310.82","2,714.71",New,19.00%,Cash,Retail,127591.37
1062,July,20-07-2023,Eve,North,903.38,48,Electronics,"1,679.69","1,939.04",New,9.00%,Credit Card,Online,93073.92
1023,October,23-10-2023,David,South,"9,519.76",42,Food,309.78,350.38,Returning,19.00%,Credit Card,Retail,14715.96
1009,January,17-01-2023,David,West,"8,401.07",12,Furniture,"2,278.67","2,476.80",New,9.00%,Cash,Retail,29721.6
1012,May,09-05-2023,David,West,"8,070.39",13,Food,"1,311.01","1,538.79",Returning,9.00%,Bank Transfer,Retail,20004.27
1001,August,05-08-2023,Bob,North,"8,247.54",4,Food,"1,791.83","1,871.22",Returning,12.00%,Bank Transfer,Online,7484.88
1058,March,02-03-2023,Eve,West,"9,333.83",39,Food,"3,542.80","3,603.02",Returning,26.00%,Cash,Online,140517.78
1001,April,14-04-2023,David,East,"5,488.11",2,Electronics,"2,631.68","2,904.06",New,15.00%,Bank Transfer,Online,5808.12
1034,February,11-02-2023,Eve,South,"2,082.79",26,Electronics,667,718.72,New,20.00%,Cash,Retail,18686.72
1096,January,25-01-2023,Charlie,West,"6,206.16",27,Clothing,"4,809.00","4,967.44",New,12.00%,Cash,Online,134120.88
1048,February,08-02-2023,Charlie,West,"7,454.53",27,Clothing,"3,197.76","3,572.61",Returning,8.00%,Credit Card,Online,96460.47
1089,October,18-10-2023,David,North,"7,405.38",15,Food,"3,841.05","4,323.62",Returning,29.00%,Credit Card,Retail,64854.3
1001,May,11-05-2023,Eve,East,"5,262.35",8,Clothing,442.11,803.87,New,18.00%,Cash,Retail,6430.96
1016,August,17-08-2023,Eve,West,777.74,7,Food,282.94,779.33,Returning,28.00%,Credit Card,Online,5455.31
1061,April,18-04-2023,Eve,North,"3,774.02",47,Electronics,146.27,498.46,New,6.00%,Cash,Retail,23427.62
1064,June,21-06-2023,Bob,West,"9,215.59",46,Electronics,984.53,"1,138.49",New,4.00%,Bank Transfer,Online,52370.54
1063,April,12-04-2023,Charlie,North,"5,886.04",40,Electronics,"2,101.32","2,440.63",New,26.00%,Bank Transfer,Retail,97625.2
1069,December,20-12-2023,Eve,North,"5,429.49",12,Furniture,"4,682.34","5,036.40",New,20.00%,Bank Transfer,Retail,60436.8
1022,January,12-01-2023,Eve,East,"2,761.65",13,Food,"2,312.45","2,504.60",Returning,6.00%,Bank Transfer,Online,32559.8
1093,October,02-10-2023,Bob,West,"3,747.64",43,Electronics,"1,486.76","1,505.44",New,8.00%,Cash,Retail,64733.92
1067,April,11-04-2023,Bob,East,"8,963.93",17,Food,"2,831.58","3,186.15",New,24.00%,Bank Transfer,Retail,54164.55
1076,February,13-02-2023,Eve,North,"6,697.98",17,Clothing,604.08,624.71,New,14.00%,Bank Transfer,Retail,10620.07
1026,November,01-11-2023,Alice,South,"7,895.13",36,Clothing,"3,067.05","3,386.33",New,20.00%,Bank Transfer,Online,121907.88
1016,January,17-01-2023,Eve,West,"4,598.02",21,Electronics,"2,863.74","2,953.91",New,10.00%,Bank Transfer,Retail,62032.11
1051,November,26-11-2023,Eve,South,"6,339.45",8,Food,"3,970.37","4,257.52",New,11.00%,Cash,Retail,34060.16
1086,February,26-02-2023,Bob,West,"2,559.00",5,Electronics,"4,934.10","5,191.02",New,30.00%,Bank Transfer,Online,25955.1
1057,November,07-11-2023,Bob,East,"7,084.06",26,Clothing,"1,291.82","1,308.44",Returning,7.00%,Credit Card,Online,34019.44
1029,October,30-10-2023,Eve,East,"4,333.25",16,Electronics,"2,572.80","2,760.60",Returning,15.00%,Credit Card,Retail,44169.6
1078,January,12-01-2023,Eve,East,"4,481.20",36,Food,"4,548.88","4,853.41",Returning,25.00%,Credit Card,Retail,174722.76
1092,November,14-11-2023,Eve,East,"6,528.29",28,Clothing,"3,936.69","4,362.51",Returning,7.00%,Credit Card,Retail,122150.28
1069,March,21-03-2023,Bob,East,"9,369.18",29,Furniture,"2,462.66","2,908.09",New,12.00%,Credit Card,Online,84334.61
1047,August,04-08-2023,Eve,South,733.66,47,Clothing,"4,729.59","4,976.68",Returning,18.00%,Credit Card,Retail,233903.96
1094,December,05-12-2023,Eve,East,"8,264.96",12,Furniture,333.32,700.25,Returning,14.00%,Cash,Online,8403
1062,September,21-09-2023,David,North,"2,994.59",37,Electronics,"4,658.44","4,823.50",Returning,14.00%,Credit Card,Online,178469.5
1069,May,29-05-2023,Alice,North,"4,494.80",30,Electronics,300.01,477.68,New,11.00%,Bank Transfer,Retail,14330.4
1076,March,22-03-2023,Charlie,South,316.94,23,Food,"2,759.16","2,864.45",Returning,18.00%,Credit Card,Retail,65882.35
1016,August,03-08-2023,Alice,West,"3,080.36",16,Furniture,"4,457.68","4,743.03",Returning,19.00%,Cash,Online,75888.48
1090,July,17-07-2023,David,North,"5,076.05",14,Electronics,"1,350.47","1,514.61",New,20.00%,Credit Card,Retail,21204.54
1090,July,19-07-2023,Charlie,West,656.14,10,Furniture,"2,387.63","2,438.97",Returning,2.00%,Bank Transfer,Retail,24389.7
1048,January,25-01-2023,Eve,South,"4,961.85",7,Electronics,"1,655.43","2,001.08",New,19.00%,Bank Transfer,Online,14007.56
1085,March,30-03-2023,David,West,"9,278.40",45,Clothing,"4,763.11","5,119.91",Returning,29.00%,Cash,Retail,230395.95
1039,September,25-09-2023,Eve,West,"1,143.39",37,Electronics,"4,127.05","4,313.45",New,16.00%,Cash,Online,159597.65
1100,May,23-05-2023,Bob,West,"7,667.96",29,Food,"3,559.56","3,607.15",Returning,21.00%,Cash,Retail,104607.35
1033,February,28-02-2023,David,West,"4,155.74",3,Clothing,"2,958.75","3,177.64",Returning,17.00%,Cash,Online,9532.92
1094,December,31-12-2023,Bob,South,"6,586.22",15,Food,"4,111.93","4,338.67",Returning,26.00%,Credit Card,Online,65080.05
1023,January,26-01-2023,David,North,"2,676.34",36,Clothing,"1,991.72","2,329.37",New,28.00%,Credit Card,Retail,83857.32
1010,February,16-02-2023,David,East,"1,678.97",47,Furniture,"2,265.38","2,429.93",Returning,6.00%,Bank Transfer,Online,114206.71
1069,October,15-10-2023,Bob,West,"1,688.58",46,Food,"3,663.51","4,007.98",New,13.00%,Cash,Online,184367.08
1100,September,23-09-2023,Charlie,North,797.87,19,Electronics,"1,820.89","2,257.92",New,12.00%,Cash,Retail,42900.48
1034,January,16-01-2023,Alice,North,"1,937.90",13,Furniture,366.31,492.68,New,12.00%,Credit Card,Retail,6404.84
1052,July,18-07-2023,Eve,South,"6,675.77",42,Electronics,417.96,907.63,New,4.00%,Cash,Retail,38120.46
1095,October,09-10-2023,David,North,"8,828.74",21,Clothing,621.05,820.37,Returning,24.00%,Bank Transfer,Online,17227.77
1010,March,27-03-2023,Eve,South,"8,159.84",37,Clothing,"4,354.92","4,495.88",Returning,1.00%,Bank Transfer,Online,166347.56
1019,September,07-09-2023,Bob,West,"6,882.83",27,Electronics,"2,387.52","2,604.06",Returning,16.00%,Cash,Online,70309.62
1058,September,27-09-2023,Eve,West,"1,193.28",29,Electronics,"3,578.77","3,635.02",New,20.00%,Bank Transfer,Retail,105415.58
1096,December,01-12-2023,Bob,East,"2,962.96",20,Furniture,"1,994.90","2,066.50",Returning,6.00%,Bank Transfer,Online,41330
1001,April,27-04-2023,Eve,East,"3,167.09",25,Electronics,"1,330.62","1,543.69",New,27.00%,Credit Card,Online,38592.25
1069,January,07-01-2023,Alice,East,"2,574.57",6,Food,"1,768.60","2,152.20",New,25.00%,Bank Transfer,Retail,12913.2
1004,May,17-05-2023,Alice,North,"5,198.56",36,Food,"3,981.20","4,432.35",New,14.00%,Cash,Online,159564.6
1016,June,25-06-2023,Alice,West,"5,401.98",2,Electronics,"3,144.82","3,480.58",Returning,12.00%,Cash,Retail,6961.16
1024,November,24-11-2023,Alice,South,"3,633.17",22,Food,"4,691.32","4,752.88",Returning,7.00%,Bank Transfer,Retail,104563.36
1080,November,11-11-2023,Alice,East,"3,602.51",32,Electronics,"3,414.54","3,753.83",New,22.00%,Cash,Retail,120122.56
1002,August,03-08-2023,Alice,South,"8,302.70",16,Furniture,"2,872.40","3,193.76",Returning,4.00%,Credit Card,Online,51100.16
1092,March,23-03-2023,Bob,South,"7,914.00",18,Food,"3,070.47","3,475.29",Returning,20.00%,Bank Transfer,Online,62555.22
1032,August,11-08-2023,David,East,"3,147.18",5,Food,"4,714.74","5,129.11",New,25.00%,Bank Transfer,Online,25645.55
1091,April,13-04-2023,Eve,West,"9,146.51",36,Electronics,"3,951.59","4,387.01",New,7.00%,Bank Transfer,Retail,157932.36
1084,September,30-09-2023,Alice,East,"9,532.87",30,Food,169,381.92,Returning,26.00%,Cash,Retail,11457.6
1024,January,14-01-2023,Bob,South,"3,334.75",45,Clothing,"2,693.99","3,045.94",New,1.00%,Cash,Retail,137067.3
1012,June,08-06-2023,Bob,East,"3,608.81",19,Furniture,"3,457.28","3,598.72",New,27.00%,Bank Transfer,Online,68375.68
1050,June,01-06-2023,Bob,South,"5,105.78",23,Furniture,"3,756.06","4,255.73",Returning,4.00%,Cash,Online,97881.79
1035,April,18-04-2023,David,South,"9,417.10",34,Food,"1,105.05","1,200.96",Returning,19.00%,Cash,Online,40832.64
1033,July,07-07-2023,Eve,East,"8,775.56",13,Food,"4,342.53","4,357.49",New,8.00%,Bank Transfer,Online,56647.37
1033,October,28-10-2023,David,North,"1,115.42",43,Clothing,"4,781.42","4,864.34",Returning,25.00%,Bank Transfer,Online,209166.62
1061,April,08-04-2023,Charlie,East,"3,988.03",29,Clothing,"1,221.74","1,611.92",New,15.00%,Cash,Retail,46745.68
1051,May,11-05-2023,Bob,North,"5,578.37",36,Food,"4,418.95","4,647.87",New,4.00%,Bank Transfer,Online,167323.32
1043,October,20-10-2023,Charlie,South,"5,081.01",22,Food,530.04,759.32,Returning,17.00%,Bank Transfer,Retail,16705.04
1012,June,20-06-2023,Alice,South,"2,019.24",47,Clothing,325.75,803.71,New,12.00%,Bank Transfer,Retail,37774.37
1067,July,02-07-2023,Alice,North,"8,602.29",36,Electronics,689.66,"1,150.28",New,20.00%,Bank Transfer,Online,41410.08
1065,December,30-12-2023,David,South,"6,801.71",9,Clothing,335.82,498.31,New,26.00%,Cash,Retail,4484.79
1033,February,08-02-2023,Eve,North,"8,395.29",39,Electronics,"4,232.81","4,345.25",Returning,12.00%,Bank Transfer,Online,169464.75
1040,January,15-01-2023,Charlie,North,"8,601.77",19,Furniture,342.3,768.06,Returning,9.00%,Credit Card,Online,14593.14
1074,January,04-01-2023,Eve,South,"7,508.72",38,Furniture,"1,394.74","1,848.69",Returning,0.00%,Bank Transfer,Retail,70250.22
1043,December,15-12-2023,David,West,"4,448.18",6,Clothing,563.59,838.97,New,17.00%,Credit Card,Online,5033.82
1044,July,29-07-2023,Alice,North,"6,144.41",47,Electronics,"1,512.34","1,830.76",New,12.00%,Bank Transfer,Online,86045.72
1029,June,10-06-2023,Eve,East,"1,687.62",15,Clothing,498.27,634.16,Returning,11.00%,Credit Card,Retail,9512.4
1013,January,16-01-2023,Eve,East,"6,769.09",20,Clothing,"3,356.62","3,759.01",Returning,5.00%,Credit Card,Retail,75180.2
1012,April,18-04-2023,Alice,South,"1,874.61",9,Electronics,709.97,"1,029.71",Returning,13.00%,Bank Transfer,Retail,9267.39
1095,November,07-11-2023,Charlie,West,"6,970.10",32,Clothing,"4,266.64","4,523.36",New,30.00%,Bank Transfer,Retail,144747.52
1046,August,15-08-2023,Alice,South,"2,373.02",4,Furniture,"4,095.10","4,134.55",Returning,9.00%,Bank Transfer,Retail,16538.2
1002,June,19-06-2023,Eve,West,"1,263.76",18,Food,117.63,576.44,New,18.00%,Credit Card,Retail,10375.92
1035,February,03-02-2023,Charlie,North,"1,736.32",5,Food,"4,483.85","4,795.42",Returning,23.00%,Cash,Online,23977.1
1087,September,08-09-2023,Charlie,North,119.72,20,Clothing,193.27,297.69,New,22.00%,Cash,Online,5953.8
1081,September,04-09-2023,Alice,North,"7,215.52",23,Electronics,"1,236.25","1,543.38",New,10.00%,Bank Transfer,Online,35497.74
1090,September,26-09-2023,Eve,North,"7,350.77",11,Electronics,210.33,552.29,Returning,18.00%,Cash,Retail,6075.19
1008,May,21-05-2023,David,East,"5,197.84",37,Furniture,"1,712.43","1,980.06",New,26.00%,Cash,Online,73262.22
1093,October,01-10-2023,Eve,East,"1,697.49",22,Electronics,"2,593.64","2,955.51",Returning,0.00%,Bank Transfer,Retail,65021.22
1026,April,06-04-2023,Bob,South,927.19,4,Electronics,"3,993.39","4,288.30",New,13.00%,Credit Card,Online,17153.2
1074,August,15-08-2023,David,West,289.38,29,Furniture,"1,723.01","2,197.42",New,7.00%,Bank Transfer,Retail,63725.18
1090,February,08-02-2023,Charlie,North,"1,740.91",44,Clothing,"3,542.18","3,578.49",Returning,12.00%,Cash,Online,157453.56
1034,October,29-10-2023,David,North,"8,919.47",34,Food,978.15,"1,040.21",New,12.00%,Credit Card,Retail,35367.14
1007,January,29-01-2023,Charlie,West,"2,491.21",13,Furniture,"3,765.46","3,860.56",Returning,22.00%,Cash,Retail,50187.28
1068,November,14-11-2023,Charlie,West,"3,607.29",42,Clothing,"1,218.18","1,566.36",Returning,3.00%,Credit Card,Retail,65787.12
1058,September,02-09-2023,David,South,"1,142.92",9,Furniture,760.55,"1,086.89",Returning,15.00%,Cash,Retail,9782.01
1075,August,24-08-2023,Charlie,West,"2,301.38",42,Clothing,967.77,"1,414.88",New,17.00%,Bank Transfer,Online,59424.96
1029,July,04-07-2023,Charlie,North,"5,240.32",31,Furniture,951.21,"1,320.32",New,15.00%,Cash,Online,40929.92
1036,September,29-09-2023,Bob,North,"6,116.75",7,Clothing,"2,588.67","2,847.76",New,22.00%,Cash,Retail,19934.32
1089,August,24-08-2023,Eve,North,"2,528.99",4,Furniture,"4,231.75","4,727.75",Returning,12.00%,Credit Card,Retail,18911
1021,August,27-08-2023,Eve,North,671.55,19,Clothing,444.05,584.44,Returning,28.00%,Cash,Retail,11104.36
1036,September,23-09-2023,Bob,North,"3,971.23",42,Furniture,"3,549.43","3,967.69",New,14.00%,Bank Transfer,Online,166642.98
1010,December,25-12-2023,David,South,"2,418.61",30,Food,"3,289.01","3,508.14",New,17.00%,Bank Transfer,Retail,105244.2
1073,December,06-12-2023,Alice,North,"2,273.58",31,Food,"4,368.97","4,696.85",Returning,25.00%,Bank Transfer,Retail,145602.35
1024,March,06-03-2023,Alice,South,"9,602.64",35,Electronics,"1,258.53","1,624.89",New,8.00%,Credit Card,Online,56871.15
1064,June,26-06-2023,Alice,North,"6,201.37",21,Clothing,"2,278.04","2,598.58",Returning,2.00%,Credit Card,Retail,54570.18
1099,January,03-01-2023,Bob,East,"5,613.10",31,Furniture,"4,632.85","4,711.70",New,21.00%,Cash,Retail,146062.7
1049,May,22-05-2023,Bob,East,"4,216.17",19,Clothing,"3,316.97","3,544.02",Returning,14.00%,Cash,Online,67336.38
1099,June,07-06-2023,Charlie,East,"4,346.55",31,Food,"1,974.40","2,259.50",New,27.00%,Cash,Retail,70044.5
1036,November,20-11-2023,Alice,East,"5,454.96",32,Clothing,700.49,"1,126.52",New,29.00%,Credit Card,Retail,36048.64
1082,May,26-05-2023,David,South,"6,994.66",2,Furniture,"1,349.30","1,576.69",Returning,12.00%,Credit Card,Online,3153.38
1096,October,20-10-2023,David,South,"7,051.25",10,Clothing,"2,927.02","3,387.21",Returning,12.00%,Cash,Retail,33872.1
1024,June,02-06-2023,Alice,West,"1,799.77",2,Furniture,"3,604.93","3,830.71",Returning,12.00%,Credit Card,Online,7661.42
1023,July,12-07-2023,Alice,North,"5,051.12",2,Food,665.89,944.79,New,10.00%,Credit Card,Retail,1889.58
1062,March,14-03-2023,Alice,East,"4,178.39",24,Food,"3,018.01","3,418.19",Returning,23.00%,Bank Transfer,Retail,82036.56
1096,November,01-11-2023,Bob,South,"8,718.22",17,Food,"2,774.24","3,069.94",Returning,23.00%,Bank Transfer,Retail,52188.98
1037,December,10-12-2023,Bob,North,"6,351.05",32,Electronics,"2,594.08","3,074.59",New,14.00%,Cash,Retail,98386.88
1012,May,20-05-2023,Bob,North,"5,371.79",16,Food,"3,466.11","3,799.67",Returning,1.00%,Cash,Retail,60794.72
1055,July,06-07-2023,Eve,South,"1,242.41",16,Clothing,"4,195.38","4,461.51",Returning,9.00%,Bank Transfer,Online,71384.16
1013,October,20-10-2023,David,East,"6,095.82",46,Electronics,"1,648.80","1,670.36",Returning,9.00%,Credit Card,Retail,76836.56
1023,March,02-03-2023,David,West,"1,260.32",39,Food,"4,450.61","4,663.34",New,24.00%,Cash,Retail,181870.26
1089,July,17-07-2023,Charlie,North,"3,438.35",31,Clothing,845.14,"1,001.77",New,3.00%,Cash,Online,31054.87
1099,October,22-10-2023,Bob,West,"1,514.14",43,Clothing,906.47,"1,283.04",New,24.00%,Cash,Online,55170.72
1030,November,15-11-2023,Eve,East,"6,951.53",24,Clothing,"1,370.52","1,482.58",Returning,20.00%,Credit Card,Retail,35581.92
1017,October,29-10-2023,Eve,East,"2,141.90",1,Furniture,641.68,752.24,New,22.00%,Bank Transfer,Online,752.24
1062,December,10-12-2023,David,West,"3,979.41",11,Electronics,"1,190.08","1,292.94",Returning,13.00%,Cash,Retail,14222.34
1084,January,11-01-2023,Bob,East,"8,967.18",21,Clothing,576.74,648.29,Returning,20.00%,Bank Transfer,Online,13614.09
1089,March,03-03-2023,Charlie,North,"2,122.73",4,Furniture,"4,117.67","4,280.06",Returning,18.00%,Bank Transfer,Online,17120.24
1086,November,29-11-2023,Bob,West,"5,127.27",7,Food,737.9,"1,182.00",New,23.00%,Credit Card,Retail,8274
1013,August,14-08-2023,Alice,East,"4,250.79",26,Clothing,"3,749.12","4,138.83",New,13.00%,Credit Card,Online,107609.58
1059,June,02-06-2023,Bob,West,279.43,47,Furniture,287.17,657.44,Returning,14.00%,Credit Card,Retail,30899.68
1019,July,18-07-2023,Alice,North,"7,948.31",12,Clothing,"4,745.18","5,145.88",Returning,19.00%,Credit Card,Online,61750.56
1049,February,21-02-2023,Alice,East,783.55,31,Electronics,"3,570.24","3,712.25",New,3.00%,Credit Card,Online,115079.75
1100,September,17-09-2023,Charlie,North,"4,795.12",17,Electronics,83.64,528.49,New,13.00%,Credit Card,Online,8984.33
1012,February,28-02-2023,David,East,"5,650.72",33,Food,"3,831.09","3,908.37",New,29.00%,Cash,Retail,128976.21
1061,March,13-03-2023,Bob,South,"6,321.42",11,Clothing,"2,594.71","2,769.52",Returning,1.00%,Bank Transfer,Retail,30464.72
1019,May,28-05-2023,Alice,East,"6,917.45",28,Furniture,"3,907.86","4,205.37",New,9.00%,Credit Card,Online,117750.36
1076,December,15-12-2023,Bob,West,"2,607.40",32,Food,"2,636.36","2,696.78",New,9.00%,Cash,Retail,86296.96
1009,March,04-03-2023,David,East,198.79,1,Clothing,"3,223.07","3,590.83",New,19.00%,Bank Transfer,Retail,3590.83
1071,November,06-11-2023,David,North,"7,262.09",47,Food,"3,942.34","4,142.09",Returning,3.00%,Credit Card,Retail,194678.23
1028,August,31-08-2023,Eve,North,"5,403.00",28,Furniture,"2,055.28","2,449.64",New,19.00%,Credit Card,Online,68589.92
1078,January,01-01-2024,David,East,"8,377.57",42,Food,63.41,314.93,Returning,3.00%,Cash,Retail,13227.06
1095,November,26-11-2023,Charlie,West,"8,231.74",7,Food,"4,257.24","4,355.87",Returning,3.00%,Bank Transfer,Online,30491.09
1052,April,17-04-2023,Alice,South,"8,448.93",2,Food,"1,935.41","2,305.44",Returning,22.00%,Credit Card,Online,4610.88
1083,August,14-08-2023,Eve,West,"4,902.44",42,Clothing,"2,505.41","2,638.96",New,10.00%,Bank Transfer,Online,110836.32
1016,November,09-11-2023,Charlie,South,"3,402.92",24,Furniture,88.44,338.94,New,29.00%,Cash,Online,8134.56
